year,crime,district,neighborhood,address,description
2010-05,241100,5,66,4714 N 20TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266999,1,5,4660 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266510,8,55,4829 NORTHLAND AVE,PUBLIC ORDER-TRESPASSING
2010-05,241100,9,77,3551 BELL AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,4,35,421 S 10TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,1,16,3400 OSAGE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,2,12,5641 MANCHESTER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,5,60,1931 WARREN ST,PUBLIC ORDER-TRESPASSING
2010-05,266999,3,27,4123 CASTLEMAN AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266999,9,31,2723 PARK AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266510,3,15,4300 FAIRVIEW AVE,PUBLIC ORDER-TRESPASSING
2010-05,241100,4,35,118 MORGAN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,9,37,2952 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,229999,6,68,4567 HARRIS AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,266999,2,41,0 HAMPTON AVE / I 64 E,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266999,1,5,4960 CHRISTY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266510,4,35,420 S 7TH,PUBLIC ORDER-TRESPASSING
2010-05,241100,5,59,2445 LAFLIN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,7,50,5651 WABADA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,9,38,4251 LINDELL BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,2,7,0 CHIPPEWA ST / HAMPTO,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,229999,8,56,4900 NATURAL BRIDGE AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,266999,1,16,3861 ALBERTA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,241100,4,60,1824 N 22ND ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,8,53,753 AUBERT AVE,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,9,38,4949 BARNES JEWISH HOSPIT,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,4,33,1518 LASALLE LN,PUBLIC ORDER-TRESPASSING
2010-05,241100,1,2,120 W CATALAN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266999,1,1,6155 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,241100,5,59,3559 SAINT LOUIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,4,36,430 S 15TH ST,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,3,19,3636 IOWA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,229999,5,59,2733 BACON ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,250000,6,71,4500 UNION BLVD,LOITERING-BEGGING
2010-05,241100,7,47,250 DE BALIVIERE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,229999,5,67,4145 N GRAND BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,266999,4,33,1442 CHOUTEAU AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,182400,1,16,2849 MERAMEC ST,DRUGS-POSSESSION/MARIJUANA
2010-05,266999,4,61,1935 CARR DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,229999,9,37,3560 SCOTT AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,241100,9,37,3560 SCOTT AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,4,35,200 S 8TH ST,PUBLIC ORDER-TRESPASSING
2010-05,241100,9,77,3500 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,5,64,3144 N BROADWAY,PUBLIC ORDER-TRESPASSING
2010-05,182400,1,1,7863 RIO TINTO PL,DRUGS-POSSESSION/MARIJUANA
2010-05,182400,1,16,0 GILES AVE / KEOKUK S,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,1,4,7224 GRAVOIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,9,59,3149 BRANTNER PL,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,7,50,3431 UNION BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,7,47,250 DE BALIVIERE AVE,DRUGS-POSSESSION/MARIJUANA
2010-05,182400,6,72,5800 LILLIAN AVE,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,2,42,1379 MOBILE CT,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,8,56,4017 LEXINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,4,34,1200 S 7TH ST,PUBLIC ORDER-TRESPASSING
2010-05,266999,3,25,2901 MINNESOTA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,182400,4,36,1401 CHOUTEAU AVE,DRUGS-POSSESSION/MARIJUANA
2010-05,250000,1,5,4948 CHRISTY BLVD,LOITERING-BEGGING
2010-05,266999,1,5,4660 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266510,8,57,4123 MAFFITT AVE,PUBLIC ORDER-TRESPASSING
2010-05,266510,5,64,219 PENROSE ST,PUBLIC ORDER-TRESPASSING
2010-05,241100,8,57,4327 MAFFITT AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,4,35,215 S 8TH ST,PUBLIC ORDER-TRESPASSING
2010-05,241100,3,21,1025 LAMI ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266999,7,52,5118 PALM ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,266510,1,1,7854 BANDERO DR,PUBLIC ORDER-TRESPASSING
2010-05,250000,9,38,4399 FOREST PARK AVE,LOITERING-BEGGING
2010-05,266510,4,35,800 WASHINGTON AVE,PUBLIC ORDER-TRESPASSING
2010-05,266999,1,5,4660 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2010-05,241100,1,2,7919 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,9,39,4140 MANCHESTER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,8,56,4065 LINCOLN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,5,67,4205 PECK ST,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,6,68,4214 W SACRAMENTO AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,7,78,1468 SHAWMUT PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,8,58,4324 DR MARTIN LUTHER KIN,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,5,65,1420 BREMEN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,0,0,1400 MARKET,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,2,9,6997 CHIPPEWA ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,3,15,3924 WINNEBAGO ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,9,39,733 S VANDEVENTER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,1,16,4726 S GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,8,56,4216 W NATURAL BRIDGE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,182400,9,38,0 N BOYLE AVE / LINDEL,DRUGS-POSSESSION/MARIJUANA
2010-05,241100,2,11,6011 MAGNOLIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,1,2,8500 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,4,35,915 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,9,37,3672 WEST PINE BLVD,PUBLIC ORDER-TRESPASSING
2010-05,241100,5,64,3732 N BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,266510,4,36,1820 MARKET ST,PUBLIC ORDER-TRESPASSING
2010-05,266510,9,38,4134 OLIVE ST,PUBLIC ORDER-TRESPASSING
2010-05,229999,3,81,4256 MAGNOLIA AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2010-05,241100,6,69,4923 SAN FRANCISCO AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2010-05,241100,8,54,4608 DR MARTIN LUTHER KIN,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,4,35,118 MORGAN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266999,4,61,1635 COLE ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1112 LONG ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1714 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1449 LASALLE LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1118 LONG ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1432 HOGAN ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,35,999 N 2ND ST,PUBLIC ORDER-TRESPASSING
2011-05,266999,4,61,1815 OFALLON ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1528 CASS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,35,205 N 9TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1720 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1514 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,62,1315 N 7TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1405 N 16TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1473 PEABODY CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1700 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1300 DILLON DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1440 KEALTY LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1445 PEABODY CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1740 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1715 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1228 DILLON DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,62,711 BIDDLE ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,2,9,3317 BENDICK AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,50,5834 SELBER CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1714 CASS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,36,1900 LOCUST ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,36,1204 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1320 N 16TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1410 PEABODY CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1400 MORRISON LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,33,1100 DILLON DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,62,1204 N 8TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,4,61,1747 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,49,5453 DELMAR BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,18,3620 KOSCIUSKO ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,55,1610 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,6,74,8918 HALLS FERRY RD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,50,5750 NATURAL BRIDGE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,15,3917 WINNEBAGO ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,1,7851 COSTA PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,78,1341 MONTCLAIR AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,78,1341 MONTCLAIR AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,6,79,6020 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,49,5453 DELMAR BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,56,3914 SAINT LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,19,3527 TENNESSEE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,19,3016 MIAMI ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,50,3404 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,6,71,5033 ARLINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,48,5843 CABANNE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,53,711 N EUCLID AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,78,1464 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,78,1464 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,16,3826 KEOKUK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,30,3305 NEBRASKA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,16,3807 KEOKUK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,54,4532 EVANS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,30,3001 CALIFORNIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,48,5803 CABANNE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,182400,1,2,303 COURTOIS ST,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,1,16,3612 NEOSHO ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,17,4420 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,9,37,2650 OLIVE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266999,7,50,5326 SAINT LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,50,5326 SAINT LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,54,4543 MCMILLAN AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,51,5045 CATES AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,56,4137 SAINT LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,1,7004 PENNSYLVANIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,1,5,4660 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,8,55,4838 HAMMETT PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,78,1342 MONTCLAIR AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,48,956 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,6,72,5470 GENEVIEVE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,1,16,4700 ALASKA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,5,67,4225 PECK ST,DRUGS-POSSESSION/MARIJUANA
2011-05,229999,4,36,1300 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,266510,7,50,3607 HAMILTON AVE,PUBLIC ORDER-TRESPASSING
2011-05,266510,4,36,321 N 17TH ST,PUBLIC ORDER-TRESPASSING
2011-05,266999,2,14,4940 LINDENWOOD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,7,47,5600 WATERMAN BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,9,38,0 N KINGSHIGHWAY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,8,54,4608 DR MARTIN LUTHER KIN,DRUGS-POSSESSION/MARIJUANA
2011-05,182400,4,33,1434 KEALTY LN,DRUGS-POSSESSION/MARIJUANA
2011-05,241100,3,15,3962 PARKER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266999,7,48,5841 CABANNE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,9,37,3560 SCOTT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,182400,1,16,3700 CHIPPEWA ST,DRUGS-POSSESSION/MARIJUANA
2011-05,182400,3,30,3400 CHEROKEE ST,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,8,56,4534 NATURAL BRIDGE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,182400,3,30,3237 TEXAS AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,182400,3,30,2832 ARSENAL ST,DRUGS-POSSESSION/MARIJUANA
2011-05,241100,2,7,5440 CHIPPEWA ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,6,76,6109 LILLIAN AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,7,50,5732 GOODFELLOW PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,3,22,2917 MISSOURI AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,3,22,1815 ARSENAL ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,3,20,2000 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,9,59,3035 CASS AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,182400,9,31,3021 HICKORY ST,DRUGS-POSSESSION/MARIJUANA
2011-05,241100,9,59,1411 N GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,229999,4,36,0 N 13TH ST / ST CHARL,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,266999,3,30,3002 WYOMING ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,3,30,3002 WYOMING ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,5,59,2501 N GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2011-05,266510,9,38,4171 LINDELL BLVD,PUBLIC ORDER-TRESPASSING
2011-05,229999,4,35,600 CHESTNUT ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,241100,7,47,250 DE BALIVIERE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,1,16,5000 S GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,7,50,5811 SELBER CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,3,13,2126 PORTIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,1,17,2724 OSCEOLA ST,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,7,50,5740 GOODFELLOW PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266999,7,50,5740 GOODFELLOW PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,2,43,6487 MANCHESTER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266510,1,16,4131 OREGON AVE,PUBLIC ORDER-TRESPASSING
2011-05,182400,3,15,3701 S GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2011-05,241100,1,1,529 EILER ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,2,41,1020 OAKVIEW PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,3,25,3200 S GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2011-05,241100,6,69,4415 NATURAL BRIDGE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266999,7,47,250 DE BALIVIERE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266510,8,54,4642 NEWBERRY TER,PUBLIC ORDER-TRESPASSING
2011-05,241100,1,1,6432 PENNSYLVANIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,241100,5,66,2128 E GANO AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,229999,4,61,1401 COLE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,266510,3,19,3454 IOWA AVE,PUBLIC ORDER-TRESPASSING
2011-05,229999,4,61,1200 N JEFFERSON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,241100,3,27,4014 DE TONTY ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266510,4,61,1600 COCHRAN PL,PUBLIC ORDER-TRESPASSING
2011-05,182400,7,47,250 DE BALIVIERE AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,266510,6,69,4015 SHREVE AVE,PUBLIC ORDER-TRESPASSING
2011-05,229999,6,74,1192 RIVERVIEW BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,241100,3,22,2029 WITHNELL AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266999,8,53,711 N EUCLID AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,266510,4,33,1435 PEABODY CT,PUBLIC ORDER-TRESPASSING
2011-05,241100,4,36,1528 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,229999,4,36,1750 CHESTNUT ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,182400,6,70,5601 NATURAL BRIDGE AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,8,56,4534 NATURAL BRIDGE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,3,19,3636 S COMPTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,182400,9,38,4015 MCPHERSON AVE,DRUGS-POSSESSION/MARIJUANA
2011-05,229999,1,4,0 GRAVOIS RD / HAMPTON,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,241100,2,12,5823 WILSON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,229999,4,36,111 N 15TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2011-05,241100,4,36,1780 CLARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266999,1,2,8658 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,182400,1,16,2650 CHIPPEWA ST,DRUGS-POSSESSION/MARIJUANA
2011-05,266999,7,78,5580 DR MARTIN LUTHER KIN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2011-05,241100,3,15,3875 JUNIATA ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2011-05,266510,9,77,3501 FRANKLIN AVE,PUBLIC ORDER-TRESPASSING
